"","indiv_id","date","sex","race","age","charge_num","sec_code","ca_code","section_full","section","subsection1","subsection2","subsection3","subsection4","subsection5","part","part_head","title","title_head","chapter","chapter_head","division","division_head","description_1","description_2","description_3","description_4","description_5","description_6","description_7","description_8","sentence_1","sentence_2","sentence_3","sentence_4","sentence_5","sentence_6","sentence_7","sentence_8","severity_1","severity_2","severity_3","severity_4","severity_5","severity_6","severity_7","severity_8","code","category","violation","class (needs checking)","notes"
"50","25",2015-06-13,"M","White",20,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","dui, bac > 0.08","felony",NA
"51","25",2015-06-13,"M","White",20,"charge3","23140(A)VC","VC","23140 (A)","23140","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNDERAGE DRUNK DRIVING 0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","underage dui, bac > 0.05","felony/misdemeanor",NA
"52","26",2015-06-13,"M","Hispanic",23,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","general dui","felony",NA
"53","26",2015-06-13,"M","Hispanic",23,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","dui, bac > 0.08","felony",NA
"54","27",2015-06-14,"M","White",22,"charge1","23152(E)VC","VC","23152 (E)","23152","(E)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI: ALCOHOL/.04% PASSENGR IS PASS FOR HIRE",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","dui limo/taxi/ride-share","felony",NA
"55","27",2015-06-14,"M","White",22,"charge2","11550(A)HS","HS","11550 (A)","11550","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,NA,NA,"90-365 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","other drugs","felony/misdemeanor",NA
"56","28",2015-06-14,"M","White",29,"charge1","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"HS","Drug offenses","dangerous drug","misdemeanor/infraction",NA
"57","28",2015-06-14,"M","White",29,"charge2","242PC","PC","242","242",NA,NA,NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"BATTERY WITH SERIOUS BODILY INJURY","BATTERY","BATTERY AGAINST PEACE OFFICER","BATTERY EMERGENCY PERSON/ETC","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","BATTERY ON PERSON","BATTERY WITH SERIOUS BODILY INJURY","2,3,4 YRS OR J","","16 MO,2,3 YRS OR J","16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","Felony",NA,"Felony","Felony","Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor","PC","Assault and battery","unlawful use of force/violence","felony",NA
"58","28",2015-06-14,"M","White",29,"charge3","647(H)PC","PC","647 (H)","647","(H)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:LOITER/ETC PRIVATE PROPERTY",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"PC","Disturbing the peace","disorderly conduct; loitering","felony/misdemeanor",NA
"59","29",2015-06-15,"M","Black",32,"charge1","273.5(A)PC","PC","273.5 (A)","273.5","(A)",NA,NA,NA,NA,"1","Crimes and punishments","9","Crimes against the person involving sexual assault, and crimes against public decency and good morals","2","Abandonment of children",NA,NA,"INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP",NA,NA,NA,NA,NA,"2,3,4 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Assault and battery","corporal injury","misdemeanor",NA
"60","30",2015-06-15,"M","Hispanic",35,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Drug offenses","other drugs","felony",NA
"61","31",2015-06-18,"M","White",28,"charge1","22210PC","PC","22210","22210",NA,NA,NA,NA,NA,"6","Control of deadly weapons",NA,NA,NA,NA,NA,NA,"MANUFACTURE/SALE/POSSESS/ETC LEADED CANE/BILLY/ETC","MANUFACTURE/SALE/POSSESS/ETC LEADED CANE/BILLY/ETC","MANUFACTURE/SALE/POSSESS/ETC LEADED CANE/BILLY/ETC","MANUFACTURE/SALE/POSSESS/ETC LEADED CANE/BILLY/ETC",NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,"Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Weapons","leaded canes possession","felony/misdemeanor",NA
"62","31",2015-06-18,"M","White",28,"charge2","25400(A)(1)PC","PC","25400 (A) (1)","25400","(A)","(1)",NA,NA,NA,"6","Control of deadly weapons",NA,NA,NA,NA,NA,NA,"CARRY CONCEALED WEAPON IN VEHICLE","CARRY CONCEALED WEAPON IN VEHICLE","CARRY CONCEALED WEAPON IN VEHICLE","CARRY CONCEALED WEAPON IN VEHICLE",NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,"Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Weapons","concealed weapon","misdemeanor",NA
"63","32",2015-06-19,"M","White",26,"charge1","11364.1(A)HS","HS","11364.1 (A)","11364.1","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESSION DRUG PARAPHENALIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","other drugs","felony/misdemeanor",NA
"64","32",2015-06-19,"M","White",26,"charge2","182(A)(1)PC","PC","182 (A) (1)","182","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","8","Conspiracy",NA,NA,"CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Miscellaneous","conspiracy to commit a crime","felony/misdemeanor",NA
"65","32",2015-06-19,"M","White",26,"charge3","487(A)PC","PC","487 (A)","487","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"GRAND THEFT:MONEY/LABOR/PROPERTY","GRAND THEFT:MONEY/LABOR/PROPERTY","GRAND THEFT:MONEY/LABOR/PROPERTY",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Theft","grand theft, general","misdemeanor",NA
"66","33",2015-06-19,"M","Hispanic",26,"charge1","11364.1(A)HS","HS","11364.1 (A)","11364.1","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESSION DRUG PARAPHENALIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","other drugs","felony/misdemeanor",NA
"67","34",2015-06-19,"F","Hispanic",36,"charge1","11364.1(A)HS","HS","11364.1 (A)","11364.1","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESSION DRUG PARAPHENALIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","other drugs","felony/misdemeanor",NA
"68","34",2015-06-19,"F","Hispanic",36,"charge2","182(A)(1)PC","PC","182 (A) (1)","182","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","8","Conspiracy",NA,NA,"CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Miscellaneous","conspiracy to commit a crime","felony/misdemeanor",NA
"69","34",2015-06-19,"F","Hispanic",36,"charge3","487(A)PC","PC","487 (A)","487","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"GRAND THEFT:MONEY/LABOR/PROPERTY","GRAND THEFT:MONEY/LABOR/PROPERTY","GRAND THEFT:MONEY/LABOR/PROPERTY",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Theft","grand theft, general","misdemeanor",NA
"70","35",2015-06-20,"M","Hispanic",27,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","general dui","felony",NA
"71","35",2015-06-20,"M","Hispanic",27,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","dui, bac > 0.08","felony",NA
"72","36",2015-06-20,"M","Black",36,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","general dui","felony",NA
"73","36",2015-06-20,"M","Black",36,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","dui, bac > 0.08","felony",NA
"74","37",2015-06-20,"M","Black",48,"charge1","243(D)PC","PC","243 (D)","243","(D)",NA,NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"BATTERY W/SERIOUS BODILY INJURY","BATTERY WITH SERIOUS BODILY INJURY (PUNISHMENT)","BATTERY WITH SERIOUS BODILY INJURY (PUNISHMENT)",NA,NA,NA,NA,NA,"2,3,4 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Assault and battery","battery, serious bodily injury","misdemeanor",NA
"75","38",2015-06-20,"M","Black",51,"charge1","664/187(A)PC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC","Assault and battery","attempted assault","misdemeanor",NA
"76","38",2015-06-20,"M","Black",51,"charge2","245(A)(4)PC","PC","245 (A) (4)","245","(A)","(4)",NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"ADW WITH FORCE:POSSIBLE GBI","ADW WITH FORCE:POSSIBLE GBI","ADW WITH FORCE:POSSIBLE GBI",NA,NA,NA,NA,NA,"2,3,4 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Assault and battery","assault, attempt at great bodily injury","misdemeanor",NA
"77","38",2015-06-20,"M","Black",51,"charge3","273.5(A)PC","PC","273.5 (A)","273.5","(A)",NA,NA,NA,NA,"1","Crimes and punishments","9","Crimes against the person involving sexual assault, and crimes against public decency and good morals","2","Abandonment of children",NA,NA,"INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP",NA,NA,NA,NA,NA,"2,3,4 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Assault and battery","corporal injury","misdemeanor",NA
"78","39",2015-06-20,"F","White",56,"charge1","459.5PC","PC","459.5","459.5",NA,NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","2","Burglary",NA,NA,"SHOPLIFTING","SHOPLIFTING","SHOPLIFTING",NA,NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-180 DA JAIL",NA,NA,NA,NA,NA,"Felony","Felony","Misdemeanor",NA,NA,NA,NA,NA,"PC","Theft","shoplifting","felony",NA
"79","40",2015-06-21,"M","White",29,"charge1","273.5(A)PC","PC","273.5 (A)","273.5","(A)",NA,NA,NA,NA,"1","Crimes and punishments","9","Crimes against the person involving sexual assault, and crimes against public decency and good morals","2","Abandonment of children",NA,NA,"INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP",NA,NA,NA,NA,NA,"2,3,4 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Assault and battery","corporal injury","misdemeanor",NA
"80","41",2015-06-21,"M","Black",30,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","general dui","felony",NA
"81","41",2015-06-21,"M","Black",30,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","dui, bac > 0.08","felony",NA
"82","42",2015-06-21,"M","White",59,"charge1","10851(A)VC","VC","10851 (A)","10851","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","TAKE VEHICLE WITHOUT OWNER'S CONSENT",NA,NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL OR F",NA,NA,NA,NA,NA,NA,"Felony","Misdemeanor",NA,NA,NA,NA,NA,NA,"VC","Theft","motor vehicle theft","felony/misdemeanor",NA
"83","43",2015-06-23,"F","Hispanic",32,"charge1","148(A)(1)PC","PC","148 (A) (1)","148","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","7","Other offenses against public justice",NA,NA,"OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH","OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"PC","Assault and battery","resisting arrest","felony",NA
"84","44",2015-06-24,"M","Hispanic",33,"charge1","236PC","PC","236","236",NA,NA,NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","8","False imprisonment and human trafficking",NA,NA,"FALSE IMPRISONMENT","FALSE IMPRISONMENT","FALSE IMPRISONMENT W/VIOLENCE/ETC","FALSE IMPRISONMENT W/VIOLENCE/ETC","FALSE IMPRISONMENT","FALSE IMPRISONMENT",NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,"Felony","Felony","Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,"PC","Kidnapping/false imprisonment","detention without consent, violence","felony",NA
"85","44",2015-06-24,"M","Hispanic",33,"charge2","243(E)(1)PC","PC","243 (E) (1)","243","(E)","(1)",NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"PC","Assault and battery","battery, spouse","misdemeanor",NA
"86","44",2015-06-24,"M","Hispanic",33,"charge3","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","general dui","felony",NA
"87","45",2015-06-24,"M","Hispanic",35,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Drug offenses","other drugs","felony",NA
"88","46",2015-06-25,"M","Black",24,"charge1","30305(A)(1)PC","PC","30305 (A) (1)","30305","(A)","(1)",NA,NA,NA,"6","Control of deadly weapons",NA,NA,NA,NA,NA,NA,"PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC","PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC","PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC","PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC",NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,"Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Weapons","ammunition possession","felony",NA
"89","46",2015-06-25,"M","Black",24,"charge2","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"HS","Drug offenses","dangerous drug","misdemeanor/infraction",NA
"90","47",2015-06-25,"M","White",24,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","general dui","felony",NA
"91","47",2015-06-25,"M","White",24,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","dui, bac > 0.08","felony",NA
"92","48",2015-06-25,"M","White",38,"charge1","10851(A)VC","VC","10851 (A)","10851","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","TAKE VEHICLE WITHOUT OWNER'S CONSENT",NA,NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL OR F",NA,NA,NA,NA,NA,NA,"Felony","Misdemeanor",NA,NA,NA,NA,NA,NA,"VC","Theft","motor vehicle theft","felony/misdemeanor",NA
"93","48",2015-06-25,"M","White",38,"charge2","11378HS","HS","11378","11378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE FOR SALE","POSSESS CONTROLLED SUBSTANCE FOR SALE",NA,NA,NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS",NA,NA,NA,NA,NA,NA,"Felony","Felony",NA,NA,NA,NA,NA,NA,"HS","Drug offenses","dangerous drug","felony",NA
"94","48",2015-06-25,"M","White",38,"charge3","496(A)PC","PC","496 (A)","496","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Theft","receiving stolen property","felony",NA
"95","49",2015-06-25,"M","White",39,"charge1","21310PC","PC","21310","21310",NA,NA,NA,NA,NA,"6","Control of deadly weapons",NA,NA,NA,NA,NA,NA,"CARRY CONCEALED DIRK OR DAGGER","CARRY CONCEALED DIRK OR DAGGER","CARRY CONCEALED DIRK OR DAGGER","CARRY CONCEALED DIRK OR DAGGER",NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,"Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Weapons","concealed knife","misdemeanor",NA
"96","49",2015-06-25,"M","White",39,"charge2","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"HS","Drug offenses","dangerous drug","misdemeanor/infraction",NA
"97","49",2015-06-25,"M","White",39,"charge3","11364.1(A)HS","HS","11364.1 (A)","11364.1","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESSION DRUG PARAPHENALIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","other drugs","felony/misdemeanor",NA
"98","50",2015-06-25,"M","Hispanic",45,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","other drugs","felony",NA
