"date","category","disp_desc","n"
2015-01-16,"Mental Health/Welfare","Unable to Locate",1
2015-01-16,"Nuisance/Code Enforcement","Advised",1
2015-01-16,"Nuisance/Code Enforcement","False Alarm",1
2015-01-16,"Nuisance/Code Enforcement","Referred",2
2015-01-16,"Nuisance/Code Enforcement","Service",3
2015-01-16,"Nuisance/Code Enforcement","Unfounded",1
2015-01-16,"Officer-Initiated Contact","Advised",19
2015-01-16,"Officer-Initiated Contact","Arrest Made",5
2015-01-16,"Officer-Initiated Contact","Cited",25
2015-01-16,"Officer-Initiated Contact","Referred",1
2015-01-16,"Officer-Initiated Contact","Service",31
2015-01-16,"Patrol Response for Assessment","Advised",1
2015-01-16,"Patrol Response for Assessment","Arrest Made",1
2015-01-16,"Patrol Response for Assessment","Cancelled by RP",10
2015-01-16,"Patrol Response for Assessment","Cited",1
2015-01-16,"Patrol Response for Assessment","Referred",5
2015-01-16,"Patrol Response for Assessment","Report Taken",1
2015-01-16,"Patrol Response for Assessment","Service",15
2015-01-16,"Patrol Response for Assessment","Unable to Locate",2
2015-01-16,"Property Theft/Destruction/Lost","Cancelled by RP",1
2015-01-16,"Property Theft/Destruction/Lost","MORF",1
2015-01-16,"Property Theft/Destruction/Lost","Online Crime Report",3
2015-01-16,"Property Theft/Destruction/Lost","Report Taken",4
2015-01-16,"Property Theft/Destruction/Lost","Service",6
2015-01-16,"Required Other Agency/Department Response","Referred",1
2015-01-16,"Required Other Agency/Department Response","Service",2
2015-01-16,"Suspicious Activity","Advised",1
2015-01-16,"Suspicious Activity","Cancelled by RP",1
2015-01-16,"Suspicious Activity","False Alarm",3
2015-01-16,"Suspicious Activity","Report Taken",1
2015-01-16,"Suspicious Activity","Service",7
2015-01-16,"Suspicious Activity","Unable to Locate",5
2015-01-16,"Traffic/Major Safety","Unable to Locate",1
2015-01-16,"Traffic/Minor Vehicle Violations or Issues","Cancelled by RP",1
2015-01-16,"Traffic/Minor Vehicle Violations or Issues","Incident Number Given",2
2015-01-16,"Traffic/Minor Vehicle Violations or Issues","Report Taken",1
2015-01-16,"Traffic/Minor Vehicle Violations or Issues","Service",2
2015-01-16,"Traffic/Minor Vehicle Violations or Issues","Unfounded",1
2015-01-16,"Violent Crime/Abuse or Neglect/Public Safety","Advised",1
2015-01-16,"Violent Crime/Abuse or Neglect/Public Safety","Cancelled by RP",1
2015-01-16,"Violent Crime/Abuse or Neglect/Public Safety","False Alarm",1
2015-01-16,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",1
2015-01-16,"Violent Crime/Abuse or Neglect/Public Safety","Service",2
2015-01-16,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",2
2015-01-17,"Documentation Only/Miscellaneous","Cancelled by RP",1
2015-01-17,"Documentation Only/Miscellaneous","Report Taken",2
2015-01-17,"Documentation Only/Miscellaneous","Service",3
2015-01-17,"Mental Health/Welfare","Referred",1
2015-01-17,"Mental Health/Welfare","Report Taken",1
2015-01-17,"Mental Health/Welfare","Service",4
2015-01-17,"Nuisance/Code Enforcement","Advised",2
2015-01-17,"Nuisance/Code Enforcement","Service",7
2015-01-17,"Nuisance/Code Enforcement","Unable to Locate",1
2015-01-17,"Officer-Initiated Contact","Advised",17
2015-01-17,"Officer-Initiated Contact","Cited",9
2015-01-17,"Officer-Initiated Contact","Service",18
2015-01-17,"Patrol Response for Assessment","Cancelled by RP",3
2015-01-17,"Patrol Response for Assessment","Report Taken",1
2015-01-17,"Patrol Response for Assessment","Service",16
2015-01-17,"Patrol Response for Assessment","Unable to Locate",1
2015-01-17,"Property Theft/Destruction/Lost","Incident Number Given",1
2015-01-17,"Property Theft/Destruction/Lost","Report Taken",2
2015-01-17,"Required Other Agency/Department Response","Referred",1
2015-01-17,"Required Other Agency/Department Response","Service",2
2015-01-17,"Suspicious Activity","Cancelled by RP",2
2015-01-17,"Suspicious Activity","Service",9
2015-01-17,"Suspicious Activity","Unable to Locate",1
2015-01-17,"Traffic/Major Safety","Service",2
2015-01-17,"Traffic/Minor Vehicle Violations or Issues","Report Taken",1
2015-01-17,"Traffic/Minor Vehicle Violations or Issues","Service",5
2015-01-17,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",3
2015-01-17,"Violent Crime/Abuse or Neglect/Public Safety","Service",4
2015-01-18,"Documentation Only/Miscellaneous","Service",2
2015-01-18,"Drug/Alcohol","Arrest Made",1
2015-01-18,"Mental Health/Welfare","Arrest Made",1
2015-01-18,"Mental Health/Welfare","Unable to Locate",1
2015-01-18,"Nuisance/Code Enforcement","Advised",1
2015-01-18,"Nuisance/Code Enforcement","Referred",1
2015-01-18,"Nuisance/Code Enforcement","Service",3
2015-01-18,"Nuisance/Code Enforcement","Unable to Locate",2
2015-01-18,"Nuisance/Code Enforcement","Unfounded",1
2015-01-18,"Officer-Initiated Contact","Advised",18
2015-01-18,"Officer-Initiated Contact","Arrest Made",1
2015-01-18,"Officer-Initiated Contact","Cited",16
2015-01-18,"Officer-Initiated Contact","Service",23
2015-01-18,"Patrol Response for Assessment","Cancelled by RP",4
2015-01-18,"Patrol Response for Assessment","Civil Problem",1
2015-01-18,"Patrol Response for Assessment","Service",17
2015-01-18,"Patrol Response for Assessment","Unable to Locate",1
2015-01-18,"Property Theft/Destruction/Lost","Report Taken",2
2015-01-18,"Property Theft/Destruction/Lost","Service",2
2015-01-18,"Property Theft/Destruction/Lost","Unable to Locate",1
2015-01-18,"Required Other Agency/Department Response","Service",1
2015-01-18,"Suspicious Activity","Cancelled by RP",1
2015-01-18,"Suspicious Activity","False Alarm",1
2015-01-18,"Suspicious Activity","Service",7
2015-01-18,"Traffic/Major Safety","Arrest Made",1
2015-01-18,"Traffic/Major Safety","Service",1
2015-01-18,"Traffic/Major Safety","Unable to Locate",1
2015-01-18,"Traffic/Minor Vehicle Violations or Issues","Incident Number Given",1
2015-01-18,"Traffic/Minor Vehicle Violations or Issues","Referred",1
2015-01-18,"Traffic/Minor Vehicle Violations or Issues","Service",3
2015-01-18,"Traffic/Minor Vehicle Violations or Issues","Unable to Locate",1
2015-01-18,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",1
2015-01-18,"Violent Crime/Abuse or Neglect/Public Safety","Service",4
2015-01-18,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",1
2015-01-19,"Documentation Only/Miscellaneous","Service",7
2015-01-19,"Mental Health/Welfare","Service",2
2015-01-19,"Mental Health/Welfare","Unable to Locate",1
2015-01-19,"Nuisance/Code Enforcement","Referred",2
2015-01-19,"Nuisance/Code Enforcement","Service",3
2015-01-19,"Officer-Initiated Contact","Advised",16
2015-01-19,"Officer-Initiated Contact","Cited",20
2015-01-19,"Officer-Initiated Contact","Civil Problem",1
2015-01-19,"Officer-Initiated Contact","Service",30
2015-01-19,"Officer-Initiated Contact","Unable to Locate",1
2015-01-19,"Patrol Response for Assessment","Cancelled by RP",2
2015-01-19,"Patrol Response for Assessment","Civil Problem",2
2015-01-19,"Patrol Response for Assessment","Service",10
2015-01-19,"Property Theft/Destruction/Lost","Online Crime Report",2
2015-01-19,"Property Theft/Destruction/Lost","Report Taken",3
2015-01-19,"Required Other Agency/Department Response","Referred",3
2015-01-19,"Required Other Agency/Department Response","Service",1
2015-01-19,"Suspicious Activity","Cancelled by RP",2
2015-01-19,"Suspicious Activity","False Alarm",2
2015-01-19,"Suspicious Activity","Service",9
2015-01-19,"Suspicious Activity","Unable to Locate",4
2015-01-19,"Traffic/Major Safety","Report Taken",1
2015-01-19,"Traffic/Major Safety","Service",2
2015-01-19,"Traffic/Major Safety","Unable to Locate",1
2015-01-19,"Traffic/Minor Vehicle Violations or Issues","Cancelled by RP",1
2015-01-19,"Traffic/Minor Vehicle Violations or Issues","Service",3
2015-01-19,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",2
2015-01-19,"Violent Crime/Abuse or Neglect/Public Safety","Service",2
2015-01-20,"Documentation Only/Miscellaneous","Report Taken",1
2015-01-20,"Documentation Only/Miscellaneous","Service",6
2015-01-20,"Drug/Alcohol","Report Taken",1
2015-01-20,"Drug/Alcohol","Service",2
2015-01-20,"Drug/Alcohol","Unable to Locate",1
2015-01-20,"Mental Health/Welfare","Report Taken",1
2015-01-20,"Mental Health/Welfare","Service",2
2015-01-20,"Mental Health/Welfare","Unable to Locate",1
2015-01-20,"Nuisance/Code Enforcement","Referred",1
2015-01-20,"Nuisance/Code Enforcement","Service",3
2015-01-20,"Officer-Initiated Contact","Advised",11
2015-01-20,"Officer-Initiated Contact","Cited",5
2015-01-20,"Officer-Initiated Contact","Civil Problem",1
2015-01-20,"Officer-Initiated Contact","Service",13
2015-01-20,"Patrol Response for Assessment","Cancelled by RP",5
2015-01-20,"Patrol Response for Assessment","Incident Number Given",1
2015-01-20,"Patrol Response for Assessment","Referred",1
2015-01-20,"Patrol Response for Assessment","Service",32
2015-01-20,"Patrol Response for Assessment","Unable to Locate",1
2015-01-20,"Patrol Response for Assessment","Unfounded",1
2015-01-20,"Property Theft/Destruction/Lost","MORF",1
2015-01-20,"Property Theft/Destruction/Lost","Online Crime Report",10
2015-01-20,"Property Theft/Destruction/Lost","Report Taken",9
2015-01-20,"Property Theft/Destruction/Lost","Service",1
2015-01-20,"Required Other Agency/Department Response","Referred",2
2015-01-20,"Suspicious Activity","False Alarm",2
2015-01-20,"Suspicious Activity","Service",5
2015-01-20,"Suspicious Activity","Unable to Locate",1
2015-01-20,"Traffic/Major Safety","Incident Number Given",1
2015-01-20,"Traffic/Major Safety","Referred",1
2015-01-20,"Traffic/Major Safety","Service",1
2015-01-20,"Traffic/Minor Vehicle Violations or Issues","Service",11
2015-01-20,"Violent Crime/Abuse or Neglect/Public Safety","Incident Number Given",1
2015-01-20,"Violent Crime/Abuse or Neglect/Public Safety","Service",2
2015-01-20,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",1
2015-01-21,"Documentation Only/Miscellaneous","Report Taken",1
2015-01-21,"Documentation Only/Miscellaneous","Service",7
2015-01-21,"Mental Health/Welfare","Cancelled by RP",1
2015-01-21,"Mental Health/Welfare","Report Taken",1
2015-01-21,"Nuisance/Code Enforcement","Advised",1
2015-01-21,"Nuisance/Code Enforcement","Referred",1
2015-01-21,"Nuisance/Code Enforcement","Service",2
2015-01-21,"Officer-Initiated Contact","Advised",11
2015-01-21,"Officer-Initiated Contact","Cited",23
2015-01-21,"Officer-Initiated Contact","Report Taken",1
2015-01-21,"Officer-Initiated Contact","Service",46
2015-01-21,"Patrol Response for Assessment","Cancelled by RP",5
2015-01-21,"Patrol Response for Assessment","Civil Problem",1
2015-01-21,"Patrol Response for Assessment","Referred",1
2015-01-21,"Patrol Response for Assessment","Report Taken",2
2015-01-21,"Patrol Response for Assessment","Service",31
2015-01-21,"Patrol Response for Assessment","Unable to Locate",1
2015-01-21,"Property Theft/Destruction/Lost","Cancelled by RP",1
2015-01-21,"Property Theft/Destruction/Lost","Incident Number Given",1
2015-01-21,"Property Theft/Destruction/Lost","Online Crime Report",20
2015-01-21,"Property Theft/Destruction/Lost","Referred",1
2015-01-21,"Property Theft/Destruction/Lost","Report Taken",3
2015-01-21,"Property Theft/Destruction/Lost","Service",2
2015-01-21,"Required Other Agency/Department Response","Referred",2
2015-01-21,"Suspicious Activity","False Alarm",1
2015-01-21,"Suspicious Activity","Service",5
2015-01-21,"Traffic/Major Safety","Service",2
2015-01-21,"Traffic/Minor Vehicle Violations or Issues","Cancelled by RP",1
2015-01-21,"Traffic/Minor Vehicle Violations or Issues","Cited",2
2015-01-21,"Traffic/Minor Vehicle Violations or Issues","Service",3
2015-01-21,"Traffic/Minor Vehicle Violations or Issues","Unable to Locate",1
2015-01-21,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",1
2015-01-21,"Violent Crime/Abuse or Neglect/Public Safety","Service",2
2015-01-22,"Documentation Only/Miscellaneous","Service",10
2015-01-22,"Drug/Alcohol","Referred",1
2015-01-22,"Drug/Alcohol","Service",1
2015-01-22,"Mental Health/Welfare","Report Taken",1
2015-01-22,"Mental Health/Welfare","Unable to Locate",1
2015-01-22,"Nuisance/Code Enforcement","Advised",2
2015-01-22,"Nuisance/Code Enforcement","Referred",1
2015-01-22,"Nuisance/Code Enforcement","Report Taken",1
2015-01-22,"Nuisance/Code Enforcement","Service",3
2015-01-22,"Nuisance/Code Enforcement","Unable to Locate",2
2015-01-22,"Officer-Initiated Contact","Advised",20
2015-01-22,"Officer-Initiated Contact","Cited",10
2015-01-22,"Officer-Initiated Contact","Service",24
2015-01-22,"Patrol Response for Assessment","Advised",3
2015-01-22,"Patrol Response for Assessment","Cancelled by RP",3
2015-01-22,"Patrol Response for Assessment","Referred",3
2015-01-22,"Patrol Response for Assessment","Service",16
2015-01-22,"Patrol Response for Assessment","Unable to Locate",1
2015-01-22,"Property Theft/Destruction/Lost","MORF",1
2015-01-22,"Property Theft/Destruction/Lost","Online Crime Report",4
2015-01-22,"Property Theft/Destruction/Lost","Report Taken",1
2015-01-22,"Property Theft/Destruction/Lost","Service",1
2015-01-22,"Required Other Agency/Department Response","Referred",2
2015-01-22,"Required Other Agency/Department Response","Report Taken",1
2015-01-22,"Required Other Agency/Department Response","Service",2
2015-01-22,"Suspicious Activity","Advised",1
2015-01-22,"Suspicious Activity","False Alarm",1
2015-01-22,"Suspicious Activity","Service",2
2015-01-22,"Suspicious Activity","Unable to Locate",1
2015-01-22,"Traffic/Major Safety","Service",4
2015-01-22,"Traffic/Minor Vehicle Violations or Issues","Arrest Made",1
2015-01-22,"Traffic/Minor Vehicle Violations or Issues","Cited",1
2015-01-22,"Traffic/Minor Vehicle Violations or Issues","Referred",1
2015-01-22,"Traffic/Minor Vehicle Violations or Issues","Service",8
2015-01-22,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",5
2015-01-22,"Violent Crime/Abuse or Neglect/Public Safety","Service",1
2015-01-23,"Documentation Only/Miscellaneous","Service",1
2015-01-23,"Nuisance/Code Enforcement","Advised",1
2015-01-23,"Nuisance/Code Enforcement","Referred",2
2015-01-23,"Nuisance/Code Enforcement","Service",4
2015-01-23,"Nuisance/Code Enforcement","Unable to Locate",2
2015-01-23,"Nuisance/Code Enforcement","Unfounded",1
2015-01-23,"Officer-Initiated Contact","Advised",16
2015-01-23,"Officer-Initiated Contact","Arrest Made",2
2015-01-23,"Officer-Initiated Contact","Cited",4
2015-01-23,"Officer-Initiated Contact","Report Taken",1
2015-01-23,"Officer-Initiated Contact","Service",24
2015-01-23,"Patrol Response for Assessment","Advised",3
2015-01-23,"Patrol Response for Assessment","Arrest Made",1
2015-01-23,"Patrol Response for Assessment","Cancelled by RP",4
2015-01-23,"Patrol Response for Assessment","Referred",3
2015-01-23,"Patrol Response for Assessment","Report Taken",2
2015-01-23,"Patrol Response for Assessment","Service",12
2015-01-23,"Patrol Response for Assessment","Unable to Locate",1
2015-01-23,"Property Theft/Destruction/Lost","Arrest Made",1
2015-01-23,"Property Theft/Destruction/Lost","MORF",1
2015-01-23,"Property Theft/Destruction/Lost","Online Crime Report",1
2015-01-23,"Property Theft/Destruction/Lost","Report Taken",5
2015-01-23,"Property Theft/Destruction/Lost","Service",1
2015-01-23,"Suspicious Activity","Cancelled by RP",1
2015-01-23,"Suspicious Activity","False Alarm",1
2015-01-23,"Suspicious Activity","Referred",1
2015-01-23,"Suspicious Activity","Report Taken",1
2015-01-23,"Suspicious Activity","Service",6
2015-01-23,"Traffic/Minor Vehicle Violations or Issues","Advised",1
2015-01-23,"Traffic/Minor Vehicle Violations or Issues","Cancelled by RP",1
2015-01-23,"Traffic/Minor Vehicle Violations or Issues","Cited",2
2015-01-23,"Traffic/Minor Vehicle Violations or Issues","Service",5
2015-01-23,"Violent Crime/Abuse or Neglect/Public Safety","Advised",1
2015-01-23,"Violent Crime/Abuse or Neglect/Public Safety","False Alarm",1
2015-01-23,"Violent Crime/Abuse or Neglect/Public Safety","Referred",1
2015-01-23,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",3
2015-01-23,"Violent Crime/Abuse or Neglect/Public Safety","Service",2
2015-01-23,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",2
2015-01-24,"Documentation Only/Miscellaneous","Service",2
2015-01-24,"Mental Health/Welfare","Service",1
2015-01-24,"Mental Health/Welfare","Unfounded",1
2015-01-24,"Nuisance/Code Enforcement","Advised",2
2015-01-24,"Nuisance/Code Enforcement","Service",3
2015-01-24,"Nuisance/Code Enforcement","Unable to Locate",1
2015-01-24,"Officer-Initiated Contact","Advised",7
2015-01-24,"Officer-Initiated Contact","Cited",6
2015-01-24,"Officer-Initiated Contact","Service",23
2015-01-24,"Patrol Response for Assessment","Advised",3
2015-01-24,"Patrol Response for Assessment","Arrest Made",1
2015-01-24,"Patrol Response for Assessment","Cancelled by RP",2
2015-01-24,"Patrol Response for Assessment","Referred",1
2015-01-24,"Patrol Response for Assessment","Report Taken",1
2015-01-24,"Patrol Response for Assessment","Service",19
2015-01-24,"Patrol Response for Assessment","Unable to Locate",2
2015-01-24,"Property Theft/Destruction/Lost","Cancelled by RP",1
